#KEY	C23.fq	C25.fq	C28.fq	K05.fq	K23.fq	K25.fq
Gpr82	2	2	0	0	4	8
Gpr83	1	0	0	1	0	3
Gpr84	14	5	8	4	0	28
Gpr85	46	16	50	5	2	39
Gpr87	0	0	8	0	0	0
Gpr88	58	15	8	6	1	25
Gpr89	124	154	169	174	54	147
Gprasp1	256	282	196	159	74	234
Gprasp2	5	3	2	0	51	20
Gprc5a	846	786	1090	3409	193	666
Gprc5b	1176	964	2252	2277	167	481
Gprc5c	59	68	17	20	240	458
Gprc5d	0	0	0	0	0	0
Gprc6a	12	0	0	0	0	0
Gprin1	59	12	16	35	33	20
Gprin2	2	0	0	0	3	7
Gprin3	14	8	1	0	1	26
Gps1	465	405	776	596	323	585
Gps2	199	184	297	301	190	298
Gpsm1	433	294	331	329	188	298
Gpsm2	163	266	506	533	37	159
Gpsm3	163	108	94	57	64	288
Gpt	134	57	44	77	1906	50
Gpt2	1184	475	238	223	247	163
Gpx1	2847	2270	2464	3805	1105	3651
Gpx2	1	118	21	40	175	863
Gpx2-ps1	0	1	1	5	0	0
Gpx3	13498	3153	1279	2760	5310	6244
Gpx4	1297	1092	1508	3113	1166	1487
Gpx5	0	0	0	0	0	0
Gpx6	0	0	0	0	0	0
Gpx7	237	72	44	105	24	188
Gpx8	551	385	773	1220	23	456
Gramd1a	684	645	694	407	548	791
Gramd1b	867	625	265	478	449	437
Gramd1c	58	25	19	26	34	65
Gramd2	12	42	21	17	11	27
Gramd3	183	260	111	127	225	433
Gramd4	883	1050	1108	992	210	725
Grap	63	92	49	23	20	138
Grap2	9	20	4	8	11	149
Grasp	74	412	232	432	172	596
Grb10	1030	627	348	398	338	1386
Grb14	112	30	7	5	25	84
Grb2	700	704	991	956	347	1200
Grb7	260	354	126	220	270	544
Grcc10	609	400	557	469	513	690
Greb1	31	10	36	11	2	2
Greb1l	50	37	26	59	7	53
Grem1	255	223	724	361	0	1
Grem2	179	176	28	89	14	103
Grhl1	8	15	9	22	18	29
Grhl2	1	40	36	4	149	307
Grhl3	1	5	0	2	2	7
Grhpr	213	283	226	322	325	124
Gria1	2	0	0	0	1	3
Gria2	0	0	1	0	3	4
Gria3	130	68	34	25	41	181
Gria4	14	7	12	17	0	13
Grid1	6	0	11	0	0	3
Grid2	0	0	1	0	0	0
Grid2ip	0	2	2	0	0	1
Grifin	0	0	0	0	0	0
Grik1	0	2	0	0	0	1
Grik2	16	1	152	26	3	1
Grik3	0	1	0	4	6	1
Grik4	5	21	1	49	0	1
Grik5	266	252	258	195	215	154
Grin1	7	44	3	25	20	42
Grin1os	5	26	1	15	7	24
Grin2a	6	0	3	0	0	8
Grin2b	0	0	0	0	8	0
Grin2c	2	0	0	1	29	7
Grin2d	58	51	55	34	15	59
Grin3a	4	2	3	2	1	6
Grin3b	67	43	84	117	97	102
Grina	1456	2094	1221	4045	764	1150
Grip1	33	10	7	27	4	30
Grip1os1	0	0	0	0	0	0
Grip1os2	0	0	0	0	0	0
Grip2	6	11	3	0	3	12
Gripap1	356	445	355	444	156	366
Grk1	1	4	0	4	0	3
Grk2	1087	1129	1109	1585	625	1561
Grk3	77	63	42	47	147	315
Grk4	34	12	10	15	4	26
Grk5	205	338	127	111	79	325
Grk6	609	684	1017	1375	239	893
Grm1	0	0	1	0	0	0
Grm2	0	0	0	0	0	0
Grm3	1	0	0	0	2	0
Grm4	2	24	0	1	0	2
Grm5	0	0	0	0	0	0
Grm6	0	0	0	0	0	0
Grm7	0	0	3	0	0	2
Grm8	0	2	0	0	0	2
Grn	3296	2026	3788	2689	1377	4163
Grp	0	1	23	2	0	0
Grpel1	454	435	472	618	360	420
Grpel2	392	371	287	434	149	437
Grpr	0	4	3	53	2	0
Grrp1	66	42	48	46	92	131
Grsf1	687	687	696	1082	433	648
Grtp1	22	71	11	27	81	77
Grwd1	181	251	262	296	70	245
Grxcr1	0	0	0	0	0	0
Grxcr2	0	0	0	0	0	0
Gsap	267	241	223	168	26	247
Gsc	0	0	0	0	0	6
Gsc2	0	0	0	1	0	0
Gsdma	0	1	0	0	0	0
Gsdma2	0	0	0	0	6	0
Gsdma3	0	0	0	0	0	0
Gsdmc	0	0	0	0	0	0
Gsdmc2	0	0	0	0	0	0
Gsdmc3	0	0	0	0	0	0
Gsdmc4	0	0	1	1	0	1
Gsdmcl-ps	0	0	0	0	0	0
Gsdmcl1	0	0	0	0	0	0
Gsdmcl2	0	0	0	0	0	0
Gsdmd	570	789	373	789	254	801
Gsdme	96	50	61	33	22	30
Gse1	1197	852	726	839	371	710
Gsg1	4	4	6	3	0	9
Gsg1l	1	7	0	0	0	1
Gsg1l2	0	0	0	0	0	0
Gsk3a	705	770	701	763	439	853
Gsk3b	1241	1071	752	1059	282	880
Gskip	219	183	229	142	56	234
Gsn	4467	1979	3214	3014	4550	2803
Gspt1	1451	1449	1178	1390	432	1345
Gspt2	21	9	89	25	3	46
Gsr	1672	2176	3099	4866	318	846
Gss	658	451	232	1033	273	424
Gsta1	11	35	4	745	197	53
Gsta2	1	0	0	59	9	0
Gsta3	187	250	2	86	514	290
Gsta4	356	1523	101	4028	1421	1549
Gstcd	224	294	455	473	23	172
Gstk1	54	26	46	7	135	38
Gstm1	1340	1272	451	682	1573	338
Gstm2	261	245	93	180	489	357
Gstm3	2	1	1	0	0	3
Gstm4	100	70	71	57	33	76
Gstm5	306	195	175	151	96	186
Gstm6	11	1	0	0	41	4
Gstm7	30	19	2	12	202	17
Gsto1	1647	1951	1649	6349	2534	2793
Gsto2	18	4	17	19	1	3
Gstp1	816	747	936	1390	1117	680
Gstp2	4	9	7	6	3	12
Gstp3	13	5	1	13	66	24
Gstt1	80	185	20	94	226	198
Gstt2	28	39	40	110	347	119
Gstt3	76	100	37	127	250	204
Gstt4	0	0	0	0	2	0
Gstz1	458	220	240	160	257	193
Gsx1	0	0	0	0	0	0
Gsx2	0	0	0	0	0	0
Gt(ROSA)26Sor	80	87	124	271	81	145
Gtdc1	129	117	123	180	42	105
Gtf2a1	346	321	378	316	159	420
Gtf2a1l	0	3	0	0	0	0
Gtf2a2	226	232	214	282	143	240
Gtf2b	313	225	325	399	144	267
Gtf2e1	192	137	167	93	26	194
Gtf2e2	299	407	397	564	83	196
Gtf2f1	420	607	688	603	160	458
Gtf2f2	100	134	171	300	71	178
Gtf2h1	360	410	309	593	241	410
Gtf2h2	201	146	188	233	58	140
Gtf2h3	157	174	186	144	35	184
Gtf2h4	181	173	239	140	44	138
Gtf2h5	379	304	338	307	102	269
Gtf2i	2415	1897	2014	1829	619	1889
Gtf2ird1	652	573	724	939	159	511
Gtf2ird2	148	130	146	120	50	155
Gtf3a	414	578	650	813	247	494
Gtf3c1	913	907	936	845	269	998
Gtf3c2	860	1072	1175	899	450	842
Gtf3c3	285	324	307	342	60	250
Gtf3c4	674	630	592	562	101	563
Gtf3c5	237	297	327	274	163	283
Gtf3c6	152	197	250	397	98	265
Gtpbp1	283	397	373	636	213	501
Gtpbp10	154	188	185	252	44	137
Gtpbp2	780	690	856	558	320	823
Gtpbp3	222	289	305	185	96	230
Gtpbp4	543	593	617	959	172	492
Gtpbp6	332	240	292	268	123	232
Gtpbp8	74	80	60	52	62	113
Gtse1	57	164	213	292	9	67
Gtsf1	0	0	0	5	0	0
Gtsf1l	0	0	0	0	0	0
Gtsf2	0	0	0	0	0	0
Guca1a	7	7	13	11	4	19
Guca1b	3	5	25	4	3	8
Guca2a	0	1	0	0	0	2
Guca2b	0	0	0	0	0	0
Gucd1	264	164	229	154	460	388
Gucy1a1	191	84	48	25	34	159
Gucy1a2	45	72	21	10	12	65
Gucy1b1	90	97	37	19	24	159
Gucy1b2	0	3	4	3	1	11
Gucy2c	0	0	0	0	8	3
Gucy2d	0	0	0	0	0	0
Gucy2e	2	1	0	0	3	5
Gucy2f	0	0	0	0	0	1
Gucy2g	8	3	4	12	0	4
Guf1	142	242	246	362	67	220
Guk1	226	140	260	252	373	293
Gulo	259	4	2	0	5	35
Gulp1	67	43	112	133	11	74
Gusb	1024	782	880	674	254	1497
Gvin1	0	0	0	0	0	0
Gxylt1	388	426	488	673	171	445
Gxylt2	53	177	67	19	6	81
Gyg	218	168	263	565	120	367
Gykl1	0	0	0	0	0	0
Gypa	0	5	0	44	10	0
Gypc	102	54	133	59	24	116
Gys1	489	832	522	879	139	207
Gys2	53	0	1	0	0	1
Gzf1	379	337	291	370	158	290
Gzma	1	0	2	0	0	1
Gzmb	9	2	1	1	0	22
Gzmc	50	21	15	24	0	3
Gzmd	7	0	4	0	0	0
Gzme	93	21	35	39	0	17
Gzmf	0	0	1	1	0	0
Gzmg	0	0	0	0	0	0
Gzmk	2	4	1	1	0	115
Gzmm	2	9	5	2	4	3
Gzmn	0	0	2	0	0	0
H13	2509	1870	2539	2954	1968	2192
H19	2045	375	329	2036	80	683
H1f0	1431	2469	2848	5594	1257	1658
H1f1	0	1	0	4	0	1
H1f10	67	85	157	126	14	87
H1f2	765	635	295	2723	146	251
H1f3	22	10	11	55	0	3
H1f4	7	12	6	26	2	2
H1f5	15	15	1	9	0	6
H1f6	0	0	0	0	0	0
H1f7	0	0	0	0	0	0
H1f8	1	0	0	1	1	0
H2-Aa	287	1753	100	171	822	7684
H2-Ab1	378	2073	130	205	787	9093
H2-Bl	0	2	0	0	0	0
H2-D1	305	427	605	362	415	1194
H2-DMa	165	256	65	68	130	920
H2-DMb1	132	228	39	55	81	927
H2-DMb2	32	85	16	26	31	147
H2-Ea	0	0	0	0	0	0
H2-Eb1	295	1797	110	179	782	8470
H2-Eb2	1	2	0	1	0	25
H2-K1	1640	2076	2614	1955	1989	7056
H2-K2	16	36	16	14	21	49
H2-Ke6	124	106	122	135	225	173
H2-L	0	0	0	0	0	0
H2-M1	0	0	0	0	0	0
H2-M10.1	0	0	0	0	0	0
H2-M10.2	4	5	2	0	0	1
H2-M10.3	0	0	0	0	0	0
H2-M10.4	0	0	0	0	0	0
H2-M10.5	0	0	0	0	0	0
H2-M10.6	0	0	0	0	0	0
H2-M11	0	0	0	0	0	0
H2-M2	0	27	0	1	0	46
H2-M3	48	57	102	42	29	171
H2-M5	24	11	4	5	0	6
H2-M9	5	4	4	27	7	3
H2-Oa	3	8	5	2	6	35
H2-Ob	5	20	6	3	4	53
H2-Q1	0	0	0	0	0	1
H2-Q10	702	20	7	18	0	24
H2-Q2	0	6	0	0	39	20
H2-Q4	120	304	340	85	253	878
H2-Q5	5	9	16	7	13	76
H2-Q6	0	0	0	1	1	11
H2-Q7	0	0	0	0	0	0
H2-Q8	0	0	0	0	0	0
H2-Q9	0	0	0	0	0	0
H2-T-ps	8	40	30	11	3	16
H2-T10	15	24	49	11	13	67
H2-T22	20	16	15	8	16	23
H2-T23	610	627	754	992	345	1132
H2-T24	31	65	58	14	7	60
H2-T3	0	0	0	0	0	0
H2-T9	0	0	0	0	0	0
H2ab1	0	0	0	0	0	0
H2ab2	0	0	0	0	0	0
H2ab3	0	0	0	0	0	0
H2ac1	0	0	0	0	0	0
H2ac10	1	2	7	1	0	6
H2ac11	0	1	7	0	0	1
H2ac12	1	0	1	3	0	0
H2ac13	2	6	6	2	0	10
H2ac15	4	8	1	4	0	0
H2ac18	0	0	0	0	0	0
H2ac19	0	0	0	2	0	2
H2ac20	3	3	0	4	0	0
H2ac21	1	1	1	0	3	1
H2ac22	0	0	0	2	0	2
H2ac23	0	0	0	0	0	0
H2ac24	0	0	0	0	0	0
H2ac4	17	11	12	23	0	2
H2ac6	6	6	3	17	1	0
H2ac7	13	7	10	24	0	1
H2ac8	13	14	14	27	0	7
H2af-ps2	0	0	0	0	0	0
H2aj	565	536	647	1081	1131	1024
H2al1a	0	0	0	0	0	0
H2al1b	0	0	0	0	0	0
H2al1c	0	0	0	0	0	0
H2al1d	0	0	0	0	0	0
H2al1e	0	0	0	0	0	0
H2al1f	0	0	0	0	0	0
H2al1g	0	0	0	0	0	0
H2al1h	0	0	0	0	0	0
H2al1i	0	0	0	0	0	0
H2al1j	0	0	0	0	0	0
H2al1k	0	0	0	0	0	0
H2al1m	0	0	0	0	0	1
H2al1n	0	0	0	0	0	0
H2al1o	0	0	0	0	0	0
H2al2a	0	0	0	0	0	0
H2al2b	0	0	0	0	0	0
H2al2c	0	0	0	0	0	0
H2al3	1	0	0	0	0	0
H2ap	1	0	0	0	1	0
H2aw	136	96	97	55	34	108
H2ax	391	557	1143	568	135	382
H2az1	1066	1762	2186	3248	410	1278
H2az2	267	437	551	279	174	327
H2bc1	0	0	0	0	0	0
H2bc11	3	10	5	6	0	0
H2bc12	0	1	4	0	0	0
H2bc13	0	2	1	3	0	0
H2bc14	0	4	1	2	0	1
H2bc15	3	8	1	6	0	2
H2bc18	1	1	1	1	0	0
H2bc21	107	72	107	140	28	60
H2bc22	1	1	4	0	0	2
H2bc23	0	0	0	0	0	0
H2bc3	3	5	9	12	0	1
H2bc4	768	633	298	1463	107	237
H2bc6	28	9	6	36	7	5
H2bc7	3	0	1	5	0	3
H2bc8	17	9	9	59	1	9
H2bc9	5	5	2	4	1	0
H2bfm	0	0	0	0	0	0
H2bl1	0	0	0	0	0	1
H2bu1-ps	1	0	1	1	0	3
H2bu2	5	4	4	4	8	8
H3c1	3	5	10	9	0	5
H3c10	6	4	15	2	0	1
H3c11	3	7	1	8	2	2
H3c13	1	7	1	9	0	0
H3c14	0	0	0	0	0	0
H3c15	0	0	0	0	0	0
H3c2	10	1	3	24	0	1
H3c3	1	15	16	12	0	7
H3c4	23	7	5	15	0	0
H3c6	4	5	4	13	2	0
H3c7	2	3	4	3	3	2
H3c8	12	13	6	15	0	3
H3f3a	2945	3313	3691	3825	1029	3710
H3f3b	3084	3598	7231	6947	1909	5871
H3f3c	0	6	3	3	0	3
H3f4	0	1	0	0	0	0
H4bc24	0	0	0	0	0	0
H4c1	1	3	3	14	0	2
H4c11	2	4	2	8	0	2
H4c12	15	21	8	8	4	8
H4c14	2	9	2	0	0	1
H4c17	11	11	5	1	0	0
H4c18	6	4	5	32	0	4
H4c2	2	16	10	9	0	1
H4c3	1	6	9	4	0	2
H4c4	4	7	3	6	0	3
H4c6	0	0	0	2	0	1
H4c8	46	13	12	58	8	3
H4c9	39	66	64	115	13	20
H4f16	0	1	0	2	0	1
H60b	1	3	3	0	0	2
H60c	0	0	0	191	0	0
H6pd	3491	2825	2103	2071	816	2412
Haao	124	3	2	3	5	26
Habp2	141	88	29	48	121	198
Habp4	306	311	265	386	151	275
Hacd1	118	119	188	297	82	135
Hacd2	264	218	162	274	98	199
Hacd3	601	457	312	447	217	626
Hacd4	221	280	132	82	44	354
Hace1	101	163	202	159	43	128
Hacl1	146	42	39	38	27	30
Hadh	865	538	645	1031	528	489
Hadha	944	949	1363	1587	935	1245
Hadhb	566	481	521	621	498	541
Hagh	230	200	221	277	254	198
Haghl	180	142	232	165	107	300
Haglr	0	0	0	0	0	0
Hal	64	6	8	5	1	2
Halr1	0	1	19	0	0	0
Hamp	418	0	0	0	0	0
Hamp2	0	0	0	0	118	0
Hand1	2	0	0	0	0	0
Hand2	211	84	31	32	58	333
Hand2os1	65	22	17	3	36	82
Hao1	134	1	123	0	4	2
Hao2	1	0	0	0	0	0
Hap1	9	46	92	10	90	133
Hapln1	3	1	0	0	2	3
Hapln2	0	0	2	0	2	0
Hapln3	5	4	0	0	0	0
Hapln4	18	1	5	3	95	13
Harbi1	126	53	67	50	59	100
Hars	548	582	675	1061	262	464
Hars2	308	254	273	249	115	323
Has1	38	32	30	59	4	17
Has2	138	152	358	514	1	69
Has2os	30	32	57	94	0	16
Has3	43	91	149	316	13	57
Haspin	44	70	113	62	5	59
Hat1	156	250	389	335	73	252
Haus1	126	129	193	214	51	92
Haus2	201	210	192	257	49	149
Haus3	118	149	175	126	12	101
Haus4	122	158	283	200	53	145
Haus5	64	122	142	128	51	120
Haus6	151	1037	381	265	31	179
Haus7	96	219	288	184	85	101
Haus8	133	137	227	126	24	157
Havcr1	0	0	0	0	0	2
Havcr2	110	59	64	126	15	132
Hax1	478	426	486	421	169	381
Hba-a1	0	0	0	0	0	0
Hba-a2	0	0	0	0	0	0
Hba-x	0	0	0	0	0	0
Hbb-b1	0	0	0	0	0	0
Hbb-b2	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0
Hbb-bh2	0	0	0	0	0	0
Hbb-bs	0	0	0	0	0	0
Hbb-bt	0	0	0	0	0	0
Hbb-y	0	0	0	0	0	0
Hbegf	1146	1551	1353	2005	49	455
Hbp1	1414	983	921	1080	468	941
Hbq1a	0	0	0	0	0	0
Hbq1b	0	0	0	8	1	0
Hbs1l	307	361	549	420	423	554
Hc	584	9	15	3	5	42
Hcar1	7	3	2	6	4	5
Hcar2	13	52	32	64	2	23
Hccs	173	198	229	423	51	189
Hcfc1	2002	1900	2017	2102	336	1377
Hcfc1r1	620	515	741	446	244	454
Hcfc2	167	192	198	226	84	158
Hck	116	125	62	66	148	452
Hcls1	247	248	166	117	78	754
Hcn1	6	1	76	161	0	3
Hcn2	13	59	20	26	67	60
Hcn3	11	12	12	12	12	15
Hcn4	8	3	3	81	0	9
Hcrt	0	0	0	0	0	0
Hcrtr1	1	4	1	11	0	7
Hcrtr2	4	0	1	0	0	0
Hcst	10	15	5	14	21	43
Hdac1	645	433	984	811	191	847
Hdac10	146	127	185	187	163	126
Hdac11	182	178	53	174	688	274
Hdac2	509	604	874	934	185	756
Hdac3	710	771	791	753	309	699
Hdac4	409	431	368	397	139	340
Hdac5	807	664	624	638	544	672
Hdac6	709	637	705	916	116	276
Hdac7	966	1447	862	943	297	1114
Hdac8	106	85	64	46	18	87
Hdac9	126	116	122	167	7	127
Hdc	65	19	29	71	5	40
Hddc2	63	95	89	314	98	122
Hddc3	31	20	20	11	26	17
Hdgf	3426	3572	4619	6260	1061	2463
Hdgfl1	0	0	0	0	0	0
Hdgfl2	494	497	707	397	290	449
Hdgfl3	184	110	175	126	75	369
Hdhd2	213	180	206	202	59	199
Hdhd3	25	30	23	12	4	27
Hdhd5	90	109	120	64	67	108
Hdlbp	6167	5982	5653	7681	2795	4313
Hdnr	40	13	3	7	11	32
Hdx	11	5	34	6	1	5
Heatr1	497	628	664	646	154	416
Heatr3	367	466	405	594	110	317
Heatr4	20	25	37	32	7	35
Heatr5a	1153	1048	1779	1400	149	823
Heatr5b	398	260	503	251	47	269
Heatr6	211	225	388	270	85	285
Heatr9	0	1	2	0	2	8
Hebp1	216	84	118	88	46	132
Hebp2	49	27	99	19	19	91
Heca	373	278	313	239	140	433
Hectd1	2320	2072	2337	3270	813	1671
Hectd2	22	127	103	79	29	112
Hectd2os	14	55	48	28	11	52
Hectd3	456	258	343	341	198	431
Hectd4	955	893	769	705	290	629
Hecw1	0	0	0	1	0	0
Hecw2	70	22	38	45	26	52
Heg1	1589	601	346	494	107	1218
Helb	125	151	147	112	83	211
Hells	116	319	367	221	17	142
Helq	60	84	110	65	40	67
Helt	0	0	0	0	0	0
Helz	461	385	584	536	153	456
Helz2	648	805	665	380	164	589
Hemgn	0	0	0	35	0	0
Hemk1	80	59	67	20	46	79
Henmt1	1	6	6	1	0	21
Hepacam	0	1	1	1	0	0
Hepacam2	2	8	2	0	78	55
Heph	70	51	23	60	37	182
Hephl1	9	0	3	0	0	0
Herc1	910	789	551	733	278	826
Herc2	1282	898	774	881	343	1153
Herc3	339	173	146	326	51	150
Herc4	316	319	424	359	138	477
Herc6	58	89	87	26	14	118
Herpud1	1433	961	642	927	3583	668
Herpud2	547	364	542	563	173	431
Hes1	509	838	539	430	204	661
Hes2	0	1	0	0	7	5
Hes3	1	0	0	1	0	0
Hes5	0	0	0	0	0	0
Hes6	325	340	261	384	170	398
Hes7	7	11	18	10	12	12
Hesx1	0	2	0	3	0	4
Hexa	1889	1063	885	705	357	2097
Hexb	833	735	729	611	130	1355
Hexdc	143	138	151	131	82	112
Hexim1	473	302	522	297	287	675
Hexim2	13	11	23	10	14	21
Hey1	133	100	51	465	12	32
Hey2	2	4	2	3	11	8
Heyl	202	289	175	148	77	383
Hfe	273	152	112	131	90	482
Hfm1	0	0	1	0	0	0
Hgd	162	3	1	0	2	4
Hgf	126	35	189	39	6	68
Hgfac	173	397	175	1942	502	319
Hgh1	87	126	147	205	63	156
Hgs	642	639	1083	1151	270	636
Hgsnat	540	393	502	557	219	544
Hhat	107	104	141	80	9	80
Hhatl	1	3	4	15	2	0
Hhex	359	577	122	425	163	345
Hhip	5	22	47	0	0	7
Hhipl1	118	120	88	119	30	174
Hhipl2	5	0	4	1	2	0
Hhla1	0	0	0	0	0	0
Hibadh	477	414	433	534	321	418
Hibch	114	76	112	102	141	89
Hic1	360	522	750	267	88	723
Hic2	94	67	63	71	49	49
Hid1	149	340	72	202	806	427
Hif1a	2225	2572	4373	4712	343	1964
Hif1an	589	519	437	386	236	557
Hif3a	181	80	30	178	81	4
Higd1a	291	534	261	791	88	198
Higd1b	10	52	8	5	11	25
Higd1c	0	0	0	0	0	0
Higd2a	461	277	339	493	219	382
Hikeshi	108	151	157	97	44	190
Hilpda	484	592	754	2253	67	145
Hils1	4	0	1	0	0	0
Hinfp	136	125	127	127	36	101
Hint1	738	545	1476	1713	949	868
Hint2	69	83	113	79	177	173
Hint3	72	49	70	71	94	77
Hip1	962	922	786	355	129	778
Hip1r	547	731	626	1294	599	703
Hipk1	1961	1489	1858	2336	532	1441
Hipk2	471	316	467	591	78	231
Hipk3	1235	1115	1025	1605	449	1016
Hipk4	7	12	20	7	9	15
Hira	425	489	402	504	191	470
Hirip3	88	161	287	106	43	146
Hivep1	774	1068	772	639	253	769
Hivep2	598	741	764	836	117	728
Hivep3	118	89	134	24	20	132
Hjurp	92	310	136	68	20	61
Hjv	48	1	0	39	1	0
Hk1	1098	1504	1524	2295	230	923
Hk1os	7	10	21	17	5	5
Hk2	598	1642	1323	2862	98	404
Hk3	60	74	58	59	9	93
Hkdc1	1	98	6	428	138	190
Hlcs	296	364	129	224	81	230
Hlf	28	8	85	11	19	38
Hltf	320	299	407	314	119	356
Hlx	226	252	280	179	36	203
Hmbox1	723	723	508	512	162	483
Hmbs	278	259	289	338	303	205
Hmces	141	126	263	214	68	181
Hmcn1	46	73	131	127	51	415
Hmcn2	25	50	16	37	416	484
Hmg20a	420	398	352	288	95	427
Hmg20b	609	403	513	1019	348	741
Hmga1	19	48	107	73	4	2
Hmga1b	274	487	1156	973	25	141
Hmga2	1582	1539	3534	1776	17	134
Hmga2-ps1	117	146	201	318	54	155
Hmgb1	919	1522	1889	1658	456	1132
Hmgb1-rs17	0	0	0	0	0	0
Hmgb2	333	1028	1336	1593	88	594
Hmgb3	202	306	440	809	53	361
Hmgb4	0	0	0	0	0	0
Hmgb4os	0	0	0	0	0	0
Hmgcl	262	189	194	150	145	295
Hmgcll1	269	292	410	463	14	88
Hmgcr	497	880	1061	1817	123	666
Hmgcs1	798	1469	1263	2165	203	1246
Hmgcs2	1117	23	184	32	4178	363
Hmgn1	2144	1994	1767	2308	400	1627
Hmgn2	523	234	884	740	179	754
Hmgn3	58	48	239	80	33	88
Hmgn5	120	182	137	202	81	132
Hmgxb3	403	469	515	463	121	458
Hmgxb4	247	340	265	220	51	227
Hmmr	77	180	584	241	0	97
Hmox1	661	539	426	2208	98	544
Hmox2	482	339	315	356	206	526
Hmx1	0	0	0	0	0	0
Hmx2	1	0	0	0	2	3
Hmx3	0	0	0	0	17	13
Hnf1a	117	163	19	398	61	101
Hnf1b	198	394	250	172	314	398
Hnf4a	2628	1284	401	1816	283	777
Hnf4aos	4	1	0	1	0	0
Hnf4g	0	4	5	1	22	29
Hnmt	24	8	12	8	46	45
Hnrnpa0	3028	3686	4049	4413	998	3404
Hnrnpa1	1584	2410	5775	4551	843	2986
Hnrnpa1l2-ps2	0	0	0	0	0	0
Hnrnpa2b1	3636	4619	6037	3923	945	4351
Hnrnpa3	887	1200	1119	1221	389	967
Hnrnpab	2853	3082	5656	6385	1137	4693
Hnrnpc	1324	1724	1953	1715	318	1712
Hnrnpd	1061	1501	2005	2173	518	1365
Hnrnpdl	1187	1497	1394	1992	522	1176
Hnrnpf	2436	2649	3024	4260	802	2662
Hnrnph1	1936	1859	3656	2313	615	2419
Hnrnph2	659	924	757	841	260	851
Hnrnph3	203	245	301	170	153	286
Hnrnpk	4399	5215	6059	8399	1281	4502
Hnrnpl	1732	2073	2585	2695	828	2221
Hnrnpll	499	623	884	895	163	639
Hnrnpm	1459	1852	2775	2000	627	2024
Hnrnpr	545	748	880	717	211	729
Hnrnpu	4933	5822	6994	6430	1678	4752
Hnrnpul1	1248	1530	1498	2047	540	1579
Hnrnpul2	2848	2494	3183	2692	846	2745
Hoatz	2	1	0	1	0	1
Hoga1	119	34	34	168	17	30
Homer1	139	168	159	233	31	154
Homer2	7	88	6	70	440	423
Homer3	748	684	655	1123	297	683
Homez	101	82	80	76	57	148
Hook1	53	106	60	25	207	249
Hook2	374	681	307	491	300	497
Hook3	1193	1080	1127	780	168	820
Hopx	46	35	48	20	32	61
Hormad1	0	0	0	1	0	0
Hormad2	0	2	0	0	0	0
Hotair	0	0	0	0	0	0
Hotairm1	18	2	2	1	7	10
Hotairm2	2	1	2	2	0	1
Hottip	0	0	0	0	0	0
Hoxa1	16	3	3	1	1	7
Hoxa10	1	0	0	3	0	0
Hoxa11	4	0	0	0	0	0
Hoxa11os	3	0	0	0	0	0
Hoxa13	1	0	0	0	0	0
Hoxa2	23	28	14	7	8	33
Hoxa3	93	94	27	18	14	106
Hoxa4	31	26	9	16	9	27
Hoxa5	104	65	26	45	21	56
Hoxa6	12	10	9	13	3	13
Hoxa7	4	5	6	24	4	3
Hoxa9	1	0	0	18	0	0
Hoxaas2	35	21	12	9	7	17
Hoxaas3	3	1	3	3	0	2
Hoxb1	0	0	0	0	0	0
Hoxb13	0	0	0	1	0	0
Hoxb2	48	64	25	23	13	87
Hoxb3	127	115	41	38	33	135
Hoxb3os	56	63	15	33	14	93
Hoxb4	88	68	35	25	44	127
Hoxb5	25	37	16	5	10	35
Hoxb5os	1	13	2	0	0	15
Hoxb6	16	43	16	15	24	47
Hoxb7	20	52	20	18	13	54
Hoxb8	2	45	20	35	21	37
Hoxb9	0	10	4	3	1	3
Hoxc10	2	0	0	4	0	0
Hoxc11	0	0	0	0	0	0
Hoxc12	0	0	0	0	0	0
Hoxc13	0	0	0	0	0	0
Hoxc4	26	8	4	8	4	19
Hoxc5	14	7	5	10	0	7
Hoxc6	18	6	6	14	2	10
Hoxc8	10	0	0	18	0	0
Hoxc9	9	0	0	21	0	1
Hoxd1	0	0	0	0	0	0
Hoxd10	3	0	0	2	0	0
Hoxd11	0	0	0	0	0	0
Hoxd12	0	0	0	0	0	0
Hoxd13	0	0	0	0	0	0
Hoxd3	4	5	4	3	0	4
Hoxd3os1	0	0	0	1	0	0
Hoxd4	7	10	12	9	4	34
Hoxd8	25	57	23	38	13	103
Hoxd9	7	3	11	3	2	13
Hp	7425	549	117	324	339	1846
Hp1bp3	1669	1257	2231	1782	638	1505
Hpca	2	1	5	1	14	14
Hpcal1	564	741	556	999	418	823
Hpcal4	0	10	13	10	2	56
Hpd	720	0	0	0	0	0
Hpdl	0	5	2	14	10	19
Hpf1	149	220	310	256	63	189
Hpgd	102	17	3	5	104	100
Hpgds	65	97	26	26	25	236
Hpn	208	78	18	12	1201	528
Hprt	681	759	681	1345	216	679
Hps1	403	364	386	421	86	319
Hps3	300	275	219	207	191	372
Hps4	260	204	260	202	66	222
Hps5	283	307	258	222	98	409
Hps6	244	122	173	209	37	152
Hpse	174	304	102	214	15	124
Hpse2	0	0	0	0	0	0
Hpx	4248	51	16	35	21	8
Hr	53	164	38	54	160	256
Hras	412	358	350	583	201	455
Hrc	0	0	0	33	2	2
Hrct1	40	40	24	94	61	15
